话题,详细内容,备注补充内容,,,,,,,,,,,
板材胶水,所以总结一下，MDI胶做的板子不是宣传的那么安全，但的确是市面上能买到的板材中，安全的选择之一！,,,,,,,,,,,,
板材胶水,二：MDI胶中bai间不含甲醛，但du其中间含的异氰zhi酸酯MDI和溶剂（甲苯dao、二甲苯、卤代回烃等）毒性比甲醛要答大的多。固化前或固话不完全的胶是有毒的，固化后的胶也会很缓慢的释放有毒物质。,,,,,,,,,,,,
板材胶水,大豆胶：可食用级别，非常环保。是用糯米修筑古代长城时的原理。植物粘合剂，对人体无害，比较环保的胶水,,,,,,,,,,,,
板材胶水,MDI胶：低毒，耐水，胶粘剂用量低，本身不含甲醛，比较环保的一种制作板材的胶水,,,,,,,,,,,,
板材胶水,脲醛胶：成本低廉，应用广泛，环保性差，低端产品普遍使用,,,,,,,,,,,,
板材胶水,自带大量游离甲醛，含醛量非常高！,,,,,,,,,,,,
板材胶水,酚醛胶：胶力强，稳定性好，耐水耐油耐热耐腐蚀，绝缘性能好,,,,,,,,,,,,
板材胶水,甲醛含量很高，吸入过量会引起心肺功能不适,,,,,,,,,,,,
板材胶水,挑选建议：,,,,,,,,,,,,
板材胶水,优先选择新国标环保等级达到ENF级、日本F4星级的材料、这几种甲醛含量少，更加安全环保,,,,,,,,,,,,
板材胶水,用好的加工设备做好封边。封边能解决美观问题 ，以及让甲醛更少的释放。推荐使用pur封边，不易开裂受潮，性价比更高,,,,,,,,,,,,
板材胶水,不要甲醛焦虑了，你闻到的味道根本不是甲醛,,,,,,,,,,,,
板材胶水,按照新国标的环保标准来看，最差的e1级别的板材的甲醛浓度是可以闻到轻微气味，而e0级的浓度已经闻不到甲醛的味道了。而且，国产的板子基本都是素板，再封边+贴面后，能释放的味道只会进一步降低，此时对甲醛更敏感的是我们的眼睛，关键是眼睛是否有不适的感觉。,,,,,,,,,,,,
板材胶水,那么为什么很多人做好衣柜后，总是会闻到气味呢？这里的气味来源主要还有两种，一种是苯系物，闻起来会有点香的味道，此类释放的通常比较快，通风就解决了,,,,,,,,,,,,
板材胶水,另一类是木头本身的味道，由于板材的基材大多是松木，而松木本身是有比较浓的味道的，图一是一个松木的包装盒，稍微闻一下就会发现和大多数人家的柜子散发的味道是一样的，这种味道虽然很容易闻到，但不需要在意。由于铰链，拉手，连接件，拉直器，灯带等的开孔开槽，松木本身的味道不可避免的会从板材中散发出来，评价板材是否环保的直观感觉是不靠谱的，尤其是从味道来判断,,,,,,,,,,,,
板材胶水,平常感觉没那么大味道的窗帘，床品，成品家具才是家中真正的甲醛大户,,,,,,,,,,,,
无醛板,现代人装修越来越注重环保，而甲醛一直是装修材料的一大痛点，所以现在不少定制品牌推出了“无甲醛板”，无甲醛板真的无甲醛吗，下面就一起来听听无甲醛是不是真的零甲醛。 天然生长的树木，本身也具有一定量的甲醛，所以即使是用天然木材加工而成的纯实木板，也是含有一定量的甲醛的。因此无甲醛板不是真的没有甲醛，而从科学角度来说：真正无甲醛板是不存在的，都或多或少的含有一定量的甲醛。 现行的国家标准中，并没有无醛板的明确定义。-,,,,,,,,,,,,
无醛板,“无醛板”并不是“无甲醛释放”，天然的木材、水果、蔬菜、牛奶等都会天然含有微量甲醛，不可能真的“零甲醛释放”。-,,,,,,,,,,,,
无醛板,上面说了，无甲醛是不存在的，而所谓的“无甲醛板”只不过是某些定制品牌吸引消费者的噱头。无甲醛板的特点是甲醛含量相对较低，含量远远低于国家标准，对人体产生不了任何危害，例如某板甲醛释放仅0.3mg/L，相对于其他地板来说更环保，消费者可以放心选购，特别适合家里有孕妇及婴幼儿的家庭。,,,,,,,,,,,,
无醛板,目前，我国板材环保标准有E0、E1、E2三个级别，,,,,,,,,,,,,
无醛板,E0级（甲醛释放量≤0.5mg/L）,,,,,,,,,,,,
无醛板,E1级（甲醛释放量0.5mg-1.5mg/L）,,,,,,,,,,,,
无醛板,E2级（甲醛释放量大于1.5mg/L，小于5mg/L）,,,,,,,,,,,,
无醛板,市场主流环保标准之一，其中E2级不允许未经处理直接应用于室内装修。E0、E1可以直接用于室内装修，E0级，相对于E1级是个提高，值得注意的是板材达标不等于室内空气质量达标。,,,,,,,,,,,,
无醛板,所以从这个数据可以看出，即便是环保等级最高的E0也是含有甲醛的。,,,,,,,,,,,,
什么时候开始考虑定制,（1）原则：尽量早。家具作为生活的载体，连接着人和空间，天天使用，重要性怎么提都不为过。好的定制设计师，还会为家装提供补充意见，让您在装修的过程中作为参考。通过思考家具布局，帮助自己理清日常需求和生活动线，是非常好的一个思路。,,,,,,,,,,,,
什么时候开始考虑定制,2）装修开始的时候多了解家具和定制，多看案例，进行知识储备。对于实木定制，建议重点关注这三类知识：l 了解常见的木材和知识l 了解涂装l 了解尺寸 这部分知识的内容很多，我们会在后面专门介绍相关的内容。知乎上有很多大神的回答，大家可以推荐给我引用,,,,,,,,,,,,
什么时候开始考虑定制,（3）制定装修方案过程中，应包含完整的家具布局和尺寸规划。  比如，您的玄关，是打算只放鞋储物，还是打算挂衣服，预留的深度是很不一样的。虽然后期能过定制解决，但比不上原生的合理方案用起来舒服。等装修完成了，地板不能动，吊顶不能敲，隔墙不能杂，再想有变动，费时费力费钱，还容易留遗憾,,,,,,,,,,,,
全屋定制的步骤,一、在网上预约免费服务，或者到门店现场体验，只要是好品牌，都可以！,1、下单我们在与定制橱柜厂商确认后，就可以与厂商签订合同订单了，这个时候一般是需要缴纳一些订金。这里提醒大家一下，所有与厂商约定好的内容，一定要在合同中写清楚，以免后期不必要的麻烦。合同和订单收据一定要妥善保管。,,,,,,,,,,,
全屋定制的步骤,二、量房、风格首先，要练习厂家上门量房，将家居环境了解一下，工作人员会询问你需要什么样的风格样式，然后再给出好的建议，共同合作。,2、测量一般订单签订完成后，我们就可以要求设计师上门进行测量，一般需要测量几次。第一次测量是在房屋水电改造之前，这个时候水电工和工长最好都在场，要结合厨房的水电布局进行综合考虑，看后期安装橱柜时是否需要对房间内的水电管道进行改装等。这次测量后，设计师就可以根据厨房的空间设计，给出业主一个大致的雏形以及水电改造的图纸，水电工就可以根据图纸进行施工了。第二次测量就是在水电改造和墙地墙地砖铺设完工以后了。这次测量的数据精确度必须严谨，厨电位置和尺寸也要在这次测量后确定下来。这样设计师就可以根据此次测量结果，做出定制橱柜的精确设计图。,,,,,,,,,,,
全屋定制的步骤,三、材料选择比如说材料的质量、环保性能等等。这些问题工作人员都会详细介绍给你的，除了材料就是五金配件的选择，工作人员也只是给出建议，靠客户们自由选择。,3、核对图纸经过测量之后，一般的厂商会在3——4天内给业主出具设计图纸，我们拿到设计图纸后，除了要看效果图之外，最重要的是要看一下CAD图纸上标示的尺寸是否清楚准确。,,,,,,,,,,,
全屋定制的步骤,四、报价看设计方案合不合理，看报价超不超预算。厨房的橱柜是需要提早就要确定的，因为在水电施工阶段，施工队就需要橱柜公司提供水电图纸来进行施工。,4、付款所有的设计方案确定之后，就需要签订详细的供货合同了，合同里一般包括产品总价、支付方式、交付安装、验收标准、售后服务等各项规定。有的厂商会在合同里附带《核价清单》与《设计图纸》。签合同事关重大，各位在签订的时候一定要仔细确认合同里的每一条内容。,,,,,,,,,,,
全屋定制的步骤,五、制作不同担心工作人员会在自己家里进行制作，不会给生活带来任何影响。也可以不时的打电话询问全屋家具的制作进程，以便工作中的交流。,5、安装经过前期的设计与准备，业主就可以坐等收货安装了。橱柜的送货和安装一般都是免费的，业主需要与工作人员提前约定送货安装的时间，这里的时间一般都会在合同约定时间之前。,,,,,,,,,,,
全屋定制的步骤,六、送货上门在工作人员将全屋家具定制做好之后，就会打电话联系业主。工作人员会送货上门，并且将全屋家具定制给你安装好，还会送上全屋家具定制的保养方法。,6、验收橱柜工作人员安装完毕后，业主要对整套橱柜进行全面检查，对照和认同约定的内容检查，验收合格后付清余款。,,,,,,,,,,,
全屋定制的步骤,七、售后服务说到售后服务，全屋家具定制的售后服务是全程跟踪的，这是比较大型的交易，因此，在售后服务方面是非常好的，不用太担心。不过全屋家具定制的厂家不同，可能在细小的售后服务方面可能有所不同，不过都大同小异。,,,,,,,,,,,,
全屋定制柜子类型,1.进门鞋柜，包括门厅能做的储物柜。,,,,,,,,,,,,
全屋定制柜子类型,2.餐厅餐边柜，或者酒柜，有的是储物柜镶嵌电器或者冰箱。,,,,,,,,,,,,
全屋定制柜子类型,3.西厨橱柜吊柜等，岛台等,,,,,,,,,,,,
全屋定制柜子类型,4.中厨橱柜吊柜等,,,,,,,,,,,,
全屋定制柜子类型,5.所有卧室的衣柜，书房书架书柜,,,,,,,,,,,,
全屋定制柜子类型,6.阳台储物柜等,,,,,,,,,,,,
全屋定制柜子类型,7.过道镶嵌柜等以上大概就是全屋定制的范围，每一家有所差别。,,,,,,,,,,,,
衣柜设计要点,一柜到顶设计越来越多家庭选择将柜子做到顶。一眼望去，到顶柜的设计看起来确实很大气。不过，一柜到顶设计的优点远不止这些,,,,,,,,,,,,
衣柜设计要点,避免灰尘堆积一柜到顶的设计，能很好地避免顶层灰尘的积压。不用再担心柜顶太高，难打扫的问题。增加储物空间一柜到顶的设计优化了内部的储物空间，像平时一些换季的被子和衣物，都可以轻松收纳进柜子里。储物力超强，还能防尘防潮，实用性满分！提升空间美观没有了顶部尴尬的空缺，通顶的衣柜设计，让整个卧室空间的风格更统一，看起来也很舒服,,,,,,,,,,,,
衣柜设计要点,衣通灵活设计许多朋友表示不知道什么是衣通。其实，衣通就是我们常说的挂衣棍、挂衣杆。合理的衣通设计，能打造出更实用的衣柜。充分利用空间固定的层板设计，导致衣服只能叠着存放。如果灵活设计一些挂放的区域，就能更好地利用内部的储物空间，减少衣服被闲置的情况。衣物不易褶皱我们平时熨烫后的衣服，就可以悬挂在衣通上，不用担心衣服产生褶皱。衣物保持最佳的外形状态，我们穿着起来，整个人的气质形象也会很加分。,,,,,,,,,,,,
衣柜设计要点,平开门设计平开门衣柜是一种传统开启方式的衣柜。它是靠烟斗合页连接门板和柜体而成。相对于常见的推拉门衣柜，平开门衣柜的优点就更多了。完全打开柜门与推拉门衣柜不同，平开门衣柜能完全地打开柜门，衣物一览无余。这样，我们就能清晰地拿取衣服。防尘性能高平开门的衣柜，可以完全封闭打开柜门。所以，平开门的衣柜密封性很好，防尘性能较高。搭配金属把手设计平开门衣柜时，建议搭配金属的把手。不仅好看，而且手感也很好。,,,,,,,,,,,,
衣柜设计要点, 你要把你家长住人口的数量和需求，,,,,,,,,,,,,
衣柜设计要点,考虑到自家人的使用习惯。,,,,,,,,,,,,
衣柜设计要点,衣物种类的多少。,,,,,,,,,,,,
衣柜设计要点,身高胖瘦,,,,,,,,,,,,
衣柜设计要点, 后续另外配拉篮，或者移动抽屉之类的（不使用定制品牌的，比如宜家的拉篮物美价廉）要提前看好品种，相关尺寸，数量，告诉设计师，请设计师留好位置,,,,,,,,,,,,
衣柜设计要点,一定根据自己家入住人口决定做那些地方的柜子。如家有小孩，小孩尚小，和父母同住一屋,,,,,,,,,,,,
衣柜设计要点,主卧不建议定制人造板柜子，先买个实木斗柜放置物品，等孩子分房睡的时候，儿童房全套成品实木家具，然后主卧再次定制人造板即可。最大范围保证孩子的空间是安全的。,,,,,,,,,,,,
合同问题,如果新装修房子孩子已经分房睡，儿童房一定是全套实木成品家具，切记最好不要做任何人造板的柜子。其他房间可以做人造板衣柜。,,,,,,,,,,,,
合同问题,2、各个部分用的哪个型号的什么板材，是什么尺寸和款式，环保级别是什么，达不到如何赔偿；,,,,,,,,,,,,
合同问题,3、定下交货、安装时间，和执行的相关标准；,,,,,,,,,,,,
合同问题,4、拖延工期如何赔付，出现差错如何赔付，返工出错如何赔付；,,,,,,,,,,,,
合同问题,5、有特殊的细节要求，也要写明；如什么情况下定制家具是可以退货的，全额还是部分。,,,,,,,,,,,,
合同问题,6、合同中应附有设计图纸和详细数据，特别是精确到每一件家具每一个板材的大小和费用，每项费用清清楚楚，按照合同走。另外，不要付全款！多留尾款才会在后续的沟通中有主动权！,,,,,,,,,,,,
合同问题,合同基本上都是霸王条款，把店家的责任和风险降到了最低。如果都写在合同里，可能绝大部分厂家都不会同意,,,,,,,,,,,,
合同问题,付款方式，我什么都没见到就需要50%，产品出厂前给了80%，尾款20%，整屋定制（不要板材，选的多层实木）动辄好几万，如果最后不满意细节或者做工有问题，店家完全可以不要这几千的尾款啊，业主就没什么保障啊,,,,,,,,,,,,
合同问题,色差问题，我当然知道会有一点点色差，即使是实木也不会从上到下一点不变，可合同里写的因为批次问题，定制家具出现色差不算质量问题，那请问让我挑选色板的意义何在？我要浅色木纹，最后是个深色的也无所谓了，,,,,,,,,,,,,
合同问题,侧视图数据、门板打开方式、颜色信息、配件信息、抽屉信息等等。装修建材采购中都不要轻易被对方带了节奏，每个内容慢慢的仔细看清楚再签字。,,,,,,,,,,,,
合同问题,售后内容也一定要事先说清楚，往往这些商家会以这是“定制”产品，非质量问题可能直接不会给你退换。,,,,,,,,,,,,
合同问题,如果用加厚背板，要加钱？柜子背板因为贴着墙，容易被忽略。但背板很薄肯定影响整体柜子的稳固性。如果你没有把背板的厚度写在合同里，那很可能就会被坑,,,,,,,,,,,,
合同问题,目前柜子的背板规格分为薄厚两种，薄背板的厚度有5mm、9mm两种，而厚背板则与柜体板同厚度，一般为16mm、18mm。,,,,,,,,,,,,
合同问题,你看宜家的背板都薄得跟纸似的，用几年就晃，所以厚的背板稳固性更好，不易变形开裂，影响实用寿命。,,,,,,,,,,,,
合同问题,良心商家选用的背板和抽屉底板一般会全采用18mm加厚板。,,,,,,,,,,,,
榻榻米,发霉的主要原因就是榻榻米是一个封闭的不透气空间，光滑的板材又很容易有冷凝水，这一点原木就好很多。但是原木又不太适合做榻榻米。说到这里多说一句，市面上有很多床采用板材的床板，这种床板也会发霉积水，不要买。,,,,,,,,,,,,
榻榻米,不少人想着除了主卧与小孩房，还能多留一间作为爸妈来访的客房使用。这间客房的面积多半较小，店家通常会鼓吹你做榻榻米：平常能当小孩游戏房、爸妈来的时候能当卧室。但实际情况是，榻榻米使用频率不高，都变成储藏室使用，而且榻榻米下方多做的收纳，放了物品就不会再拿出来！,,,,,,,,,,,,
五金选购,5大类滑轨，做一个总结：,,,,,,,,,,,,
五金选购,1、滚轮式滑轨 是低端主流，可以用在承重要求不高的小抽屉上，虽然长得丑，但性价比很高，更换难度也低。,,,,,,,,,,,,
五金选购,2、钢珠式滑轨 是大众主流，各类抽屉都可以使用，开合顺滑，功能主流，性能完备。但同时钢珠式也是劣质产品的重灾区，不是钢珠式不好，而是劣质的啥都不好。,,,,,,,,,,,,
五金选购,3、托底式滑轨 的主打特点是隐藏，如果你的主要诉求是侧面看不到导轨，可以选择托底式。但托底式并不完美，只是解决方案之一，而且价格更高。,,,,,,,,,,,,
五金选购,4、骑马轨 是五金一体抽屉才会使用的一种导轨，这是一种结构名称，事实上不代表好坏。但实际上，市场表现会更贵。,,,,,,,,,,,,
五金选购,5、木滑轨 的基础是有实木抽屉，且木质不错。虽然木滑轨并没有比金属更好用，但也算别有一番风味吧。,,,,,,,,,,,,
五金选购,选购过程：,,,,,,,,,,,,
五金选购,步骤1：确认是否为滑轨问题如果您家的抽屉变得难用甚至用不了，绝大多数情况都是滑轨用久了，出现了不顺畅导致的。不顺畅，就必须用更大力量抽拉，也就是暴力使用。暴力使用，就会引发滑轨发生变形。变形，会加剧不顺畅。恶性循环。如果柜体和抽屉本体都没什么问题，但抽屉却很难开合，开始准备换滑轨吧。如果连柜体和抽屉本体都坏了，那就不能单单只换滑轨了，整体换吧！,,,,,,,,,,,,
五金选购,步骤2：确认需要更换滑轨的尺寸先解释一下：从这步开始，我都是默认您还打算自己DIY搞定的。如果不是DIY，其实更简单，花钱找个人来看看给换一个就行了。大城市一般是100-200一个，质量不一定好，但你省事了，出钱就好。自己确认滑轨的尺寸，有两个小障碍。,,,,,,,,,,,,
五金选购,第一个障碍，不会换算滑轨的寸和家里抽屉的厘米。其实这个也简单，您就默认一寸等于2.5厘米就好了，所谓10寸，指的就是25厘米，12寸就是30厘米，以此类推。,,,,,,,,,,,,
五金选购,第二个障碍，不知道尺寸和抽屉的对应方法。比如像下这个图，如果您是第一次接触，很容易出现「每个字都认识，但就是看不懂」，但要转换成自家抽屉，还有点费劲,,,,,,,,,,,,
五金选购,步骤3：确认选择何种滑轨，以及是否可以安装上面咱们介绍了5种分类，还记得吧。大部分情况下，木滑轨（实木抽屉）和骑马轨（金属抽屉）都不在考虑范围内。能用就只能用这种，不能用那就怎么也用不了。而滚轮式的比较low，我个人也不怎么推荐您把三节轨换成滚轮的二节轨。至于托底式，贵不贵放一边，您还得检查一下抽屉下方的空间是否足够（上面有图，留3厘米比较保险）。如果空间够，动手能力强的话，也可以考虑。所以，如果原本就是钢珠式三节轨，那么最好还是换同类的钢珠式三节轨,,,,,,,,,,,,
五金选购,而换同类三节轨，您要考虑两个尺寸问题,,,,,,,,,,,,
五金选购,第一个，是轨道厚度。虽然大部分轨道厚度都在1.25厘米左右，但个别可能达到1.3厘米。如果您家之前用的就是偏薄的，那么就只能用薄的了，否则可能塞不进去。如果之前用的是略厚的，那最好也能精准匹配，或者垫上点东西用薄的也可以。,,,,,,,,,,,,
五金选购,第二个，是轨道宽度。这个不用太仔细看，一般不锈钢、冷轧钢的会有区别，但对使用影响不大。,,,,,,,,,,,,
五金选购,步骤4：选购适合您的产品功能同样是钢珠式三节轨，功能各有不同。最简单的，默认为无功能的，通常叫做「静音款」。意思就是，老子别的本事没有，但至少抽拉顺滑，无声无息。高级一点的，是「自锁静音款」。相比普通静音款，在靠近导轨最里侧尽头，多了一个自锁装置。当我们把抽屉推到马上要关闭的状态，抽屉会自动锁死，拉开的时候也要更费力一些。如果没有下一种，这种应该还会有一定市场……比普通自锁更受推崇的，是「阻尼缓冲自锁静音款」。也是静音，也是自锁，但最后一段是在阻尼缓冲下缓慢闭合的。因为即便您用很大力气摔抽屉，最后一段也会匀速关闭，所以很多商家也会把这种结构称为「防夹手」。但我觉得，因为阻尼冲程较短，想要真正防夹手还有难度，千万不要掉以轻心。从左到右，依次是「阻尼缓冲自锁静音款」、「静音款」和「自锁静音款」,,,,,,,,,,,,
五金选购,步骤5：确认柜体和抽屉板状态……说白了，就是要看看你家柜子和抽屉本身还能不能禁得住再来一次拆装。之所以要确认一下，还是和板材本身的素质有关。按照握钉力来排：刨花板（实木颗粒）>大芯板（实木集成）>胶合板（实木多层）>中纤板（纤维密度板）同样一个位置，用刨花板拧几次还能继续用，但密度板可能第二次就变成一个坑，再也抓不住钉了。如果您家的柜子是密度板，而且经过几轮五金件更换，早就被拧成一个坑一个坑，再要换个件恐怕就没那么容易了。步骤6：确认自己有合适的工具……低配主力工具：手动螺丝刀1个高配主力工具：手电钻1个其他辅助工具：盒尺、铅笔、钢尺（可能用）,,,,,,,,,,,,
安装细节,第一，要去工地实景看看细节处理，收边之类，哪怕是大品牌，因为各地代理商实力不一样，安装师傅的质量也不同,,,,,,,,,,,,
安装细节,第二，是不要有完美主义，完美主义找板式家具会抬杠到死，因为最后的收口这些一定没有办法处理到非常极致，可以考虑让做墙面乳胶漆的来处理，会更好一点。,,,,,,,,,,,,
安装细节,板材的安装在购买初期很少人在意，但其实也需要重点关注，安装工人的负责程度会直接影响最后的成品效果,,,,,,,,,,,,
安装细节,除了被划花、磕坏，对于一些需要现场再加工的柜体，工人安装不够上心很容易造成不可逆破坏。,,,,,,,,,,,,
安装细节,定制柜子之前问一下商家是外包工人还是自养工人，外包工人品质难控制，而自养工人能严格控制安装标准，实行责任制，工人一般都很认真负责。,,,,,,,,,,,,
安装细节,安装师傅人员配比与实际安装这种定制衣柜的安装其实说简单不简单，说难其实也不算很难。安装师傅也都是按照说明书像积木一样把衣柜拼起来，安装人数基本决定了安装速度,,,,,,,,,,,,
安装细节,安装过程最好还是有人看一下，设计师最好至少能到场交接；,,,,,,,,,,,,
安装细节,需要切割和边角处理的地方，让他们务必先和你说，我不在的时候师傅现场切割的口子我不愿再提,,,,,,,,,,,,
安装细节,关键在于安装的时候尽量确保一些板材正反面等安装正确，不然打孔之后可能就无法挽回了。,,,,,,,,,,,,
验收标准,看外观检查下家具表面的漆膜是否光滑平顺、是否明亮无气泡、流坠，看下是否有皱纹等质量缺陷，要保证饰面的花纹一致，无明显色差。,,,,,,,,,,,,
验收标准,看工艺家具做的是否细致可以从组合部分看出来，看下每个构件之间的连接是否合理牢固，不能有缝隙、松动情况，抽屉和柜门应该开关灵活。,,,,,,,,,,,,
验收标准,看结构看下家具的结构是否合理，框架是否端正、牢固，可以用手轻轻推一下家具，看是否有摇晃或者异常响动，如果有的话则说明结构不牢固，另外要注意检查一下家具的垂直度,,,,,,,,,,,,
验收标准,看尺寸定制家具在验收的时候不能光看美观度，更应该注重的是实用性，看下家具的尺寸是否符合标准，这关系到在后期使用时是否方便。,,,,,,,,,,,,
验收标准,看配件要检查下配件是否齐全，按照合同上的标准，该有的配件应该配备齐全，如果有问题的话应该跟厂家及时提出。,,,,,,,,,,,,
全屋定制细节问题,第一，见光面的处理，三合一件侧面也可能有五金露出来，要确认好，非嵌入的见光侧面怎么做美观处理。（不能要简单五金件啊,,,,,,,,,,,,
全屋定制细节问题,第二，要问清楚，线条的费用，含不含，怎么算钱什么的，有些人只问了柜体单位均价，结果做完，不好看，要加线条（尤其罗马柱什么的，柱头都是单算钱的），结果严重超预算,,,,,,,,,,,,
全屋定制细节问题,第三，问清楚，是投影面积，还是展开面积报价。如果是投影要问清楚，投影是不是不论怎么设计多少层板，都是这个价格。（此时你也不知道你要做多少层板，层板越多商家成本就越增加，别定金交了他告诉你就只能做多少多少块什么的，虽然一般大厂都不太在乎这个……但是，问清楚的好）,,,,,,,,,,,,
全屋定制细节问题,第四，要问清楚，五金件什么水准的，一个长柜门用几个铰链。五金件有没有数量限制，还是随便怎么设计怎么加都行（因为刚进店笼统报价时是不会有太具体的衣柜规格设计的，超长的大板要用四个以上的铰链才稳定，进口和国产的五金件性能和成本都相差很多，阻尼缓冲和几段力的。性能都有差别的）,,,,,,,,,,,,
全屋定制细节问题,第五，抽屉的价格是怎么计算的，什么品牌五金，抽屉是不是隐形轨道什么的。是不是阻尼的什么的。,,,,,,,,,,,,
全屋定制细节问题,第六，板材，要问清楚，侧板什么板，背板什么板，层板是板，多大的尺寸，多厚的厚度，什么类型的人造板，背板要问清楚是见光面装饰，还是双面装饰，什么品牌的板材，环保级别是什么级别，封边怎么封（封边技术很能体现一个厂的水准，低端的扣线，好点的用封边机，封边机封边分什么技术封边，封边条的质量也参差不齐，好的进口板，激光封边是几乎看不到封边的那条线的），抽屉的底板是什么板（有些商家为了节省成本就会在这种不起眼的角落偷工减料，比如跟你说用的都是18厘的，（实际上不足，例如千年舟的板也就16厘，撑死17，一共就这么几厘，你还给我减一两厘？？？？不过普遍这样，市面上谁家敢保证自己家板肯定足18，我给送膝盖）然后抽屉底板给用薄的，12厘或者9厘的什么的）,,,,,,,,,,,,
全屋定制细节问题,第七，问清楚，两截衣柜，是两个柜体都是单独的，还是。两个柜体共用一个隔板。（共用一个板和独立的，稳定性差一个段位，但是商家节省成本啊，一定问清楚。）,,,,,,,,,,,,
全屋定制细节问题,第八，柜体和墙体之间的收边怎么处理的。（为什么卖场的样板这么好看，但是到你家就好像其实不是一个东西？？其实款式还是那个，但是你想想卖场的是不是基本都是嵌入式的？？？你家的墙柜体是吗？？？卖场的样板把这些极大影响美观的细节问题隐藏或者用心处理的很好，你家的结构你的设计师给你用心处理了吗？？？）,,,,,,,,,,,,
全屋定制细节问题,第九，柜门是什么样的柜门，不同工艺和不同材质的都不一样价格。现在流行一种通顶人造大板，2800高，但是要用拉直器，（进口爱格板不用，实际上，2800的板最高好像也就只能做2780）一定要问清楚这东西有没有，有些材质的板材，不能做的超高（比如普通的只有2440高），也不能做造型（比如爱格板不能做欧式或者美式造型啥的），有些造型只局限某些板材（比如有些美式造型只能用密度板做）。你要问清楚，因为不一样的板材，稳定性，环保性能，握钉力都不一样，价格自然也不同。还有装饰面，是什么面，材质选你喜欢的，能接受价格的，优先你的第一需求的。比如，你第一需求是美观，是实用，还是要稳定什么，环保啊什么的（普通的定制，基本鱼和熊掌不可兼得）,,,,,,,,,,,,
全屋定制细节问题,第十，配套的五金挂件和一些特殊设计用的五金配件是怎么收费的。（例如隐形保险柜，裤架，首饰盒，镜子，折叠凳，隐形化妆凳，隐形床，汽撑柜门什么的）,,,,,,,,,,,,
全屋定制细节问题,第十一，别听销售忽悠，坚守初心。你的定制都是以的你的使用需求出发的，不是销售以为的需求，这是两码事，好些销售，真的不专业。信口胡扯。,,,,,,,,,,,,
全屋定制细节问题,最后，设计的环节，你要把你家长住人口的数量和需求，和设计师沟通好，考虑到自家人的使用习惯。衣物种类的多少。身高胖瘦，等和设计师交代清楚。如果你要后续另外配拉篮，或者移动抽屉之类的（不使用定制品牌的，比如宜家的拉篮物美价廉）要提前看好品种，相关尺寸，数量，告诉设计师，请设计师留好位置。,,,,,,,,,,,,
全屋定制细节问题,五金一定用质量好的，不要在这一块省钱，这是很多业主最容易忽略的问题。我们在定制的时候，一般家具定制商。都会配备标配五金。这也是我们最容易易忽略的细节,,,,,,,,,,,,
全屋定制细节问题,在选择前就要和商家沟通好五金质量问题，不要贪小便宜用次品衣柜五金，否则其他板材再好都用不了多久,,,,,,,,,,,,
全屋定制细节问题,一分钱一分货，有些销售，上来就推荐你低端的，活动的或者畅销的套餐，反正她的目地是为了卖，卖啥都是卖，上来就拿价格低的诱惑你，她根本不关心你的需求的，上来就是问你要什么价位的，但是这些配置除了价位可能比较符合心意，其余的就不一定了。如果一味的接受整套推荐，就失去了定制的意义，你的需求都是个性化的，怎么可能千篇一律，其实，定制没有坑，只有买错没有卖错，你首先要搞清楚你需要什么，能承受什么价位的，然后再到店里问清楚各个级别的情况，选一个适合你的性价比高的。,,,,,,,,,,,,
全屋定制细节问题,别听销售忽悠，坚守初心。你的定制都是以的你的使用需求出发的，不是销售以为的需求，这是两码事，好些销售，真的不专业，信口胡扯,,,,,,,,,,,,
全屋定制细节问题,要与设计师多沟通交流，给设计师提供参考图、当面沟通设计师的效果图。,,,,,,,,,,,,
全屋定制细节问题,如果对方水平一般，不要完全交给设计师，自己要有想法，一起参与设计。,,,,,,,,,,,,
全屋定制细节问题,如果你本身也对设计无感，那么找个口碑好、有审美的全屋定制商家很重要。,,,,,,,,,,,,
全屋定制细节问题,目前市面上所用的板材类型很多，而且同一种板材价格梯度也非常大，目前常用的板材有实木颗粒板，多层实木板、实木这三种材质。注意要区分质量，而且很多小厂生产的板材质量差，封边技术差，达不到一个合格的整体衣柜的要求,,,,,,,,,,,,
全屋定制细节问题,材料以次充好部分商家将其他板材当初是不板材忽悠消费者，一定要仔细辨别，现在很多板材能做到和实木类似的质感，但价格却便宜不少。后背板材做手脚有些小商家就会在“后背板材”上做文章，采用比侧板较薄的板材（一般厚度标准为9mm）有的柜体背板甚至采用劣质的板材，为安全埋下了隐患,,,,,,,,,,,,
全屋定制细节问题,我们应该关注的是板材的品牌，板材才是决定一家环保超不超标的关键，而不是你选择全屋定制的品牌，而且有很很多大品牌也都是找一些板材加工厂做代加工的，还有一些小店价格真的很便宜，我看过最便宜的卖四五百一个投影。,,,,,,,,,,,,
全屋定制细节问题,当咨询板材的问题，商家说我们就是E0级颗粒板，真正哪儿产的基材和环保问题问题却没有得到明确的答复，所以说这里面的水分真的很深，我们更要擦亮眼睛，毕竟家里的柜子都快占地一半了，那么多的柜子如果后期甲醛超标，遭殃的就是我们自己了,,,,,,,,,,,,
